,Title,Year,Summary,Short Summary,Genres,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
26,Hostiles,2017,"In 1892, after nearly two decades of fighting the Cheyenne, the Apache, and the Comanche natives, the United States Cavalry Captain and war hero, Joseph Blocker, is ordered to escort the ailing Cheyenne chief, Yellow Hawk--his most despised enemy--to his ancestral home in Montana's Valley of the Bears. Nauseated with a baleful anger, Joseph's unwelcome final assignment in the feral American landscape is further complicated, when the widowed settler, Rosalie Quaid, is taken in by the band of soldiers, as aggressive packs of marauding Comanches who are still on the warpath, are thirsty for blood. In a territory crawling with hostiles, can the seasoned Captain do his duty one last time?","In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",Adventure|Drama|Western,tt5478478,134,1M5cj4UmscE,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Hostiles-Movie-Poster.jpg,Scott Cooper,Scott Cooper,Ava Cooper|Rosamund Pike|Scott Shepherd
381,The Case for Christ,2017,"An award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",An investigative journalist and self-proclaimed atheist sets out to disprove the existence of God after his wife becomes a Christian.,Biography|Drama|History,tt6113488,112,rhe8KhSxWGo,6.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Case-for-Christ-Movie-Poster.jpg,Jon Gunn,Brian Bird,Erika Christensen|Faye Dunaway|Frankie Faison
55,The China Hustle,2017,"An unsettling and eye-opening Wall Street horror story about Chinese companies, the American stock market, and the opportunistic greed behind the biggest heist you've never heard of.","An unsettling and eye-opening Wall Street horror story about Chinese companies, the American stock market, and the opportunistic greed behind the biggest heist you've never heard of.",Documentary,tt7215388,82,55892jT06aI,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-China-Hustle-Movie-Poster.jpg,Jed Rothstein,Jed Rothstein,Carson Block|Dan David|Matthew Wiechert
284,The Party,2017,"To celebrate her long-awaited prestigious post as a Shadow Minister for Health and, hopefully, the stepping stone to party leadership, the newly-appointed British opposition politician, Janet, is throwing a party for friends at her London flat. Of course, in this select and intimate soirée, apart from Bill--Janet's self-denying academic husband--a motley crew of elite hand-picked guests have been invited: There's April, the sourly cynical American best friend; her unlikely German husband, Gottfried; there's also Jinny and Martha; and finally, Tom, the smooth banker in the impeccable suit. But inevitably, before dinner is served, the upbeat ambience will shatter to pieces, as festering secrets will start surfacing in this perfect domestic war-zone. Undoubtedly, after this night, things will never be the same again.","Janet hosts a party to celebrate her new promotion, but once the guests arrive it becomes clear that not everything is going to go down as smoothly as the red wine.",Comedy|Drama,tt5814592,71,uamEr9pCxl8,6.7,https://hydramovies.com/wp-content/uploads/2018/04/The-Party-Movie-Poster.jpg,Sally Potter,Sally Potter,Kristin Scott Thomas|Patricia Clarkson|Timothy Spall
283,Ferrari: Race to Immortality,2017,"The 1950's - the iconic Scuderia Ferrari battle to stay on top in one of the deadliest decades in motor racing history. Cars and drivers were pushed to their limits, and the competition for the world championship meant racing on a knife edge where one mistake could take a life. At the centre of it all was Enzo Ferrari, a towering figure in motor racing who was driven to win at any cost. Amidst the stiff competition within his Ferrari team, two of its British stars, Peter Collins and Mike Hawthorn, put friendship first and the championship second. Ferrari: Race to Immortality tells the story of the loves and losses, triumphs and tragedy of Ferrari's most celebrated drivers in an era where they lived la dolce vita during the week and it was win or die on any given Sunday.","The 1950's - the iconic Scuderia Ferrari battle to stay on top in one of the deadliest decades in motor racing history. Cars and drivers were pushed to their limits, and the competition for...",Documentary,tt6622186,91,g3e5hGgeNoQ,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Ferrari-Race-to-Immortality-Movie-Poster.jpg,Daryl Goodrich,Peter Collins,Mike Hawthorn
282,American Made,2017,"Barry Seal was just an ordinary pilot who worked for TWA before he was recruited by the CIA in 1978. His work in South America eventually caught the eye of the Medellín Cartel, associated with Pablo Escobar, who needed a man with his skill set. Barry became a drug trafficker, gun smuggler and money launderer. Soon acquiring the title, 'The gringo that always delivers'.","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",Action|Biography|Comedy|Crime|Drama,tt3532216,0,AEBIJRAkujM,7.2,https://hydramovies.com/wp-content/uploads/2018/04/American-Made-Movie-Poster.jpg,Doug Liman,Gary Spinelli,Domhnall Gleeson|Sarah Wright|Tom Cruise
343,The Wizard of Lies,2017,"The fall of Bernie Madoff, whose Ponzi scheme robbed $65 billion from unsuspecting victims; the largest fraud in U.S. history.","The fall of Bernie Madoff, whose Ponzi scheme robbed $65 billion from unsuspecting victims; the largest fraud in U.S. history.",Biography|Crime|Drama,tt1933667,133,05HK-z6HoHM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Wizard-of-Lies-Movie-Poster.jpg,Barry Levinson,Sam Levinson,Michelle Pfeiffer|Robert De Niro
250,Last Flag Flying,2017,"In 2003, 30 years after they served together in the Vietnam War, former Navy Hospital Corpsman Larry ""Doc"" Shepherd re-unites with ex-Marines Sal and Mueller on a different type of mission: to bury Doc's son, a young Marine killed in the Iraq War. Doc decides to forgo burial at Arlington Cemetery and, with the help of his old buddies, takes the casket on a bittersweet trip up the East Coast to his home in suburban New Hampshire.","Thirty years after they served together in Vietnam, a former Navy Corpsman Larry &quot;Doc&quot; Shepherd re-unites with his old buddies, former Marines Sal Nealon and Reverend Richard Mueller, to bury his son, a young Marine killed in the Iraq War.",Comedy|Drama|War,tt6018306,125,VmS4lTZ34uk,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Last-Flag-Flying-Movie-Poster.jpg,Richard Linklater,Richard Linklater,Bryan Cranston|Laurence Fishburne
216,My Friend Dahmer,2017,A young Jeffrey Dahmer struggles to belong in high school.,A young Jeffrey Dahmer struggles to belong in high school.,Biography|Drama|Horror,tt2291540,107,jmnuC7tn9D4,6.4,https://hydramovies.com/wp-content/uploads/2018/04/My-Friend-Dahmer-Movie-Poster.jpg,Marc Meyers,Marc Meyers,Alex Wolff|Anne Heche|Ross Lynch
319,Ingrid Goes West,2017,"Ingrid Thorburn is an unhinged social media stalker with a history of confusing ""likes"" for meaningful relationships. Taylor Sloane is an Instagram-famous ""influencer"" whose perfectly curated, boho-chic lifestyle becomes Ingrid's latest obsession. When Ingrid moves to LA and manages to insinuate herself into the social media star's life, their relationship quickly goes from #BFF to #WTF.",An unhinged social media stalker moves to LA and insinuates herself into the life of an Instagram star.,Comedy|Drama,tt5962210,98,xP4vD1tWbPU,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Ingrid-Goes-West-Movie-Poster.jpg,Matt Spicer,David Branson Smith,Aubrey Plaza|Elizabeth Olsen|O'Shea Jackson Jr.
151,The Square,2017,"Christian is the respected curator of a contemporary art museum, a divorced but devoted father of two who drives an electric car and supports good causes. His next show is ""The Square"", an installation which invites passersby to altruism, reminding them of their role as responsible fellow human beings. But sometimes, it is difficult to live up to your own ideals: Christian's foolish response to the theft of his phone drags him into shameful situations. Meanwhile, the museum's PR agency has created an unexpected campaign for ""The Square"". The response is overblown and sends Christian, as well as the museum, into an existential crisis.",A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,Comedy|Drama,tt4995790,151,zKDPrpJEGBY,7.4,https://hydramovies.com/wp-content/uploads/2018/04/The-Square-Movie-Poster.jpg,Ruben Östlund,Ruben Östlund,Claes Bang|Dominic West|Elisabeth Moss
152,Forgotten,2017,"Jin-Seok (Kang Ha-Neul) moves into a new home with his older brother Yoo-Seok (Kim Moo-Yul), mother (Na Young-Hee) and father (Moon Sung-Geun). Jin-Seok suffers from hypersensitivity, but with medication he is able to live normally. One rainy evening, Jin-Seok sees his older brother being thrown into a van by a group of men. After 19 days of silence, Yoo-Seok returns home, but he doesn't remember anything from his disappearance. Jin-Seok though notices enough changes in his older brother's personality and behavior that he begins to suspect that the person who has returned is not Yoo-Seok. Meanwhile, Jin-Seok keeps hearing sounds from a locked room temporarily storing the previous home owner's belongings.","Jin-Seok (Kang Ha-Neul) moves into a new home with his older brother Yoo-Seok (Kim Moo-Yul), mother (Na Young-Hee) and father (Moon Sung-Geun). Jin-Seok suffers from hypersensitivity, but ...",Mystery|Thriller,tt7057496,108,i5fAD6PqBMQ,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Forgotten-Movie-Poster.jpg,Hang-jun Zhang,Hang-jun Zhang,Ha-Neul Kang|Mu-Yeol Kim|Seong-kun Mun
313,Brigsby Bear,2017,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself.","After being freed from his life in an underground bunker, a man sets out to make a movie of the only TV show he has ever known.",Comedy|Drama,tt5805752,97,_YE0NNaVHZc,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Brigsby-Bear-Movie-Poster.jpg,Dave McCary,Kevin Costello,Kyle Mooney|Mark Hamill
314,Wind River,2017,"East of Boulder Flats, deep into the vast and unforgiving white territory of the Wind River Indian Reservation, the seasoned game tracker, Cory Lambert, discovers the frozen body of the young Native American, Natalie. As this is a federal crime, the F.B.I. dispatches the inexperienced but courageous agent Jane Banner to lead the investigation, however, the unprepared outsider will soon team up with Cory to unravel the mystery of Natalie's murder. Before long, Cory will inevitably have to face his own past, while at the same time, both he and Jane are thirsting to see justice done. In the end, will this be a fruitful alliance?",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Crime|Drama|Mystery|Thriller,tt5362988,107,CZgN0dpFoaE,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Wind-River-Movie-Poster.jpg,Taylor Sheridan,Taylor Sheridan,Jeremy Renner|Julia Jones|Kelsey Asbille
